+----------------------------------------------------------+------+---------------+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+------------------------+-----------------+-----------------+----------------+------------+---------------+-----------------+-------------+
| department                                               | year | ken_code      | ken_description                                                                                                                                                                                                                                                                                                                                                                                                     | total_hospitalizations | total_base_cost | total_surcharge | total_revenue  | count_efka | count_private | count_uninsured | count_other |
| Ορθοπεδική Κλινική                                       | 2023 | Μ04Χ          |  Αντικατάσταση γόνατος χωρίς καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές                                                                                                                                                                                                                                                                                                                             |                      1 |            6.61 |      0.00000000 |     6.61000000 |          1 |             0 |               0 |           0 |
| Ορθοπεδική Κλινική                                       | 2023 | Ν42Μα         |  Χρόνια και μη διευκρινισμένη παραπληγία/ τετραπληγία με ή χωρίς χειρουργικές επεμβάσεις με  καταστροφικές συνυπάρχουσες παθήσεις – επιπλοκές                                                                                                                                                                                                                                                                       |                      1 |            5.81 |      0.00000000 |     5.81000000 |          0 |             0 |               0 |           1 |
| Ορθοπεδική Κλινική                                       | 2023 | Σ02Μ          |  Άλλες νεοπλαστικές δυσλειτουργίες με μείζονες χειρουργικές επεμβάσεις με καταστροφικές συνυπάρχουσες παθήσεις - επιπλοκές                                                                                                                                                                                                                                                                                          |                      1 |            5.78 |      0.00000000 |     5.78000000 |          0 |             1 |               0 |           0 |
| Ορθοπεδική Κλινική                                       | 2023 | Γ05Μ          |  Χειρουργική αφαίρεση ωοθηκών και σαλπίγγων για μη κακοήθεια με καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές                                                                                                                                                                                                                                                                                          |                      1 |            2.15 |     11.85000000 |     5.01666667 |          0 |             0 |               0 |           1 |
| Ορθοπεδική Κλινική                                       | 2023 | Π12Μα         |  Λοιπές Επεμβάσεις πεπτικού συστήματος  με καταστροφικές  συνυπάρχουσες παθήσεις - επιπλοκές                                                                                                                                                                                                                                                                                                                        |                      1 |            4.18 |      0.00000000 |     4.18000000 |          1 |             0 |               0 |           0 |
| Ορθοπεδική Κλινική                                       | 2023 | Η05Χ          |  Διαγνωστικές ηπατοχολικέςπαρεμβάσεις χωρίς καταστροφικές  συνυπάρχουσες παθήσεις - επιπλοκές                                                                                                                                                                                                                                                                                                                       |                      1 |            1.39 |      6.61000000 |     2.78000000 |          1 |             0 |               0 |           0 |
| Ορθοπεδική Κλινική                                       | 2023 | Μ13Χ          |  Επεμβάσεις Βραχιονίου κνήμης περόνης και αστραγάλου χωρίς συνυπάρχουσες παθήσεις - επιπλοκές                                                                                                                                                                                                                                                                                                                       |                      1 |            2.08 |      2.92000000 |     2.60000000 |          0 |             1 |               0 |           0 |
| Ορθοπεδική Κλινική                                       | 2023 | Τ27Μβ         |  Νεογνά με βάρος εισαγωγής >2499  gr χωρίς σημαντική χειρουργική επέμβαση σημαντικά προβλήματα                                                                                                                                                                                                                                                                                                                      |                      1 |            1.29 |      0.00000000 |     1.29000000 |          0 |             0 |               1 |           0 |
| Ορθοπεδική Κλινική                                       | 2023 | Φ63Μ          |  Δευτερογενείς επιπλοκές  θεραπείας με  καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις – επιπλοκές                                                                                                                                                                                                                                                                                                                  |                      1 |            1.25 |      0.00000000 |     1.25000000 |          0 |             1 |               0 |           0 |
| Ουρολογική Κλινική                                       | 2023 | Φ22Χ          |  Δερματικό μόσχευμα για τραύματα του χεριού χωρίς καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές                                                                                                                                                                                                                                                                                                        |                      1 |          827.00 |   -822.00000000 |  2067.50000000 |          0 |             1 |               0 |           0 |
| Ουρολογική Κλινική                                       | 2023 | Γ11Α          |  Άλλες επεμβάσεις στο γυναικείο αναπαραγωγικό σύστημα                                                                                                                                                                                                                                                                                                                                                               |                      1 |          729.00 |   -722.00000000 |  1701.00000000 |          1 |             0 |               0 |           0 |
| Ουρολογική Κλινική                                       | 2023 | Τ26Χ          |  Νεογνά με βάρος εισαγωγής 2000 - 2499  gr χωρίς σημαντική χειρουργική επέμβαση χωρίς προβλήματα                                                                                                                                                                                                                                                                                                                    |                      1 |          716.00 |      0.00000000 |   716.00000000 |          1 |             0 |               0 |           0 |
| Ουρολογική Κλινική                                       | 2023 | Ρ05Μα         |  Ασθένειες σχετιζόμενες με το HIV με καταστροφικές  συνυπάρχουσες παθήσεις - επιπλοκές                                                                                                                                                                                                                                                                                                                              |                      1 |            8.11 |      0.00000000 |     8.11000000 |          1 |             0 |               0 |           0 |
| Ουρολογική Κλινική                                       | 2023 | Μ25Χ          |  Διαγνωστικές επεμβάσεις οστών και αρθρώσεων συμπεριλαμβανομένης βιοψίας χωρίς συνυπάρχουσες παθήσεις - επιπλοκές                                                                                                                                                                                                                                                                                                   |                      1 |            1.26 |     17.74000000 |     7.98000000 |          1 |             0 |               0 |           0 |
| Ουρολογική Κλινική                                       | 2023 | Η01Χ          |  Αναστομώσεις πυλαίας-κάτω κοίλης επεμβάσεις παγκρέατος ήπατος και παρακάμψεις χωρίς καταστροφικές  συνυπάρχουσες παθήσεις - επιπλοκές                                                                                                                                                                                                                                                                              |                      1 |            3.68 |      0.00000000 |     3.68000000 |          1 |             0 |               0 |           0 |
| Ουρολογική Κλινική                                       | 2023 | Ω30Μ          |  Κακοήθεια ΩΡΛ και στόματος με καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις                                                                                                                                                                                                                                                                                                                                       |                      1 |            2.29 |      0.00000000 |     2.29000000 |          0 |             1 |               0 |           0 |
| Ουρολογική Κλινική                                       | 2023 | Η08Μ          |  Λαπαρασκοπική χολοκυστεκτομή με κλειστό χοληδόχο πόρο ή με καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές                                                                                                                                                                                                                                                                                              |                      1 |            2.11 |      0.00000000 |     2.11000000 |          1 |             0 |               0 |           0 |
| Ουρολογική Κλινική                                       | 2023 | Μ76Μ          |  Λοιπές μυοσκελετικές παθήσεις με καταστροφικές ή σοβαρές  συνυπάρχουσες παθήσεις - επιπλοκές                                                                                                                                                                                                                                                                                                                       |                      1 |            1.29 |      0.00000000 |     1.29000000 |          0 |             0 |               1 |           0 |
| Ουρολογική Κλινική                                       | 2023 | Α21Χ          |  Πνευμονική εμβολή χωρίς καταστροφικές συνυπάρχουσες παθήσεις - επιπλοκές                                                                                                                                                                                                                                                                                                                                           |                      1 |            1.04 |      0.00000000 |     1.04000000 |          0 |             1 |               0 |           0 |
| Παθολογική Κλινική                                       | 2023 | Ο03Α          |  Επεμβάσεις αμφιβληστροειδούς                                                                                                                                                                                                                                                                                                                                                                                       |                      1 |          837.00 |   -823.00000000 | 11718.00000000 |          0 |             1 |               0 |           0 |
| Παθολογική Κλινική                                       | 2023 | Κ38Χ          |  Συγγενής καρδιοπάθεια χωρίς συνυπάρχουσες παθήσεις-επιπλοκές                                                                                                                                                                                                                                                                                                                                                       |                      1 |          627.00 |   -617.00000000 |  6270.00000000 |          0 |             1 |               0 |           0 |
| Παθολογική Κλινική                                       | 2023 | Ρ24Χ          |  Λοιπές λοιμώξεις και παρασιτικά νοσήματα χωρίς συνυπάρχουσες παθήσεις – επιπλοκές                                                                                                                                                                                                                                                                                                                                  |                      1 |          623.00 |   -614.00000000 |  1869.00000000 |          1 |             0 |               0 |           0 |
| Παθολογική Κλινική                                       | 2023 | Λ20Α          |  Κολπικός τοκετός                                                                                                                                                                                                                                                                                                                                                                                                   |                      1 |          872.00 |   -868.00000000 |  1162.66666667 |          0 |             0 |               1 |           0 |
| Παθολογική Κλινική                                       | 2023 | Α29Μ          |  Βρογχίτιδα και άσθμα με συνυπάρχουσες παθήσεις - επιπλοκές                                                                                                                                                                                                                                                                                                                                                         |                      1 |          872.00 |      0.00000000 |   872.00000000 |          1 |             0 |               0 |           0 |
| Παθολογική Κλινική                                       | 2023 | Δ25Χ          |  Τραύμα στο δέρμα  υποδορίου και του μαστού χωρίς καταστ. η σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές                                                                                                                                                                                                                                                                                                              |                      1 |          350.00 |   -347.00000000 |   525.00000000 |          1 |             0 |               0 |           0 |
| Παθολογική Κλινική                                       | 2023 | Λ24Α          |  Αποβολή                                                                                                                                                                                                                                                                                                                                                                                                            |                      1 |          288.00 |   -285.00000000 |   432.00000000 |          1 |             0 |               0 |           0 |
| Παθολογική Κλινική                                       | 2023 | Ε01Α          |  Μεταμόσχευση ήπατος                                                                                                                                                                                                                                                                                                                                                                                                |                      1 |           28.91 |      0.00000000 |    28.91000000 |          0 |             1 |               0 |           0 |
| Παθολογική Κλινική                                       | 2023 | Τ02Α          |  Καρδιοθωρακική / αγγειοχειρουργική επέμβαση σε νεογνά                                                                                                                                                                                                                                                                                                                                                              |                      1 |           20.28 |      0.00000000 |    20.28000000 |          0 |             1 |               0 |           0 |
| Παθολογική Κλινική                                       | 2023 | S01Χ          |  Χειρουργικές επεμβάσεις για διαγνώσεις που σχετίζονται με άλλη χρήση υπηρεσιών υγείας χωρίς σοβαρές ή καταστροφικές συνυπάρχουσες παθήσεις-επιπλοκές                                                                                                                                                                                                                                                               |                      1 |            1.33 |      7.67000000 |    11.97000000 |          0 |             1 |               0 |           0 |
| Παθολογική Κλινική                                       | 2023 | Σ20Μ          |  Οξεία λευχαιμία με καταστροφικές συνυπάρχουσες παθήσεις - επιπλοκές                                                                                                                                                                                                                                                                                                                                                |                      1 |            7.44 |      0.00000000 |     7.44000000 |          1 |             0 |               0 |           0 |
| Παθολογική Κλινική                                       | 2023 | Ν03Μ          |  Επεμβάσεις σπονδυλικής στήλης με καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις – επιπλοκές                                                                                                                                                                                                                                                                                                                        |                      1 |            5.91 |      0.00000000 |     5.91000000 |          1 |             0 |               0 |           0 |
| Παθολογική Κλινική                                       | 2023 | Ν21Μ          |  Καταστάσεις νωτιαίου μυελού με ή χωρίς χειρουργικές επεμβάσεις με καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις – επιπλοκές                                                                                                                                                                                                                                                                                       |                      1 |            4.96 |      0.00000000 |     4.96000000 |          0 |             1 |               0 |           0 |
| Παθολογική Κλινική                                       | 2023 | Φ11Μ          |  Πολυτραυματίας χωρίς σημαντικές επεμβάσεις με  καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις – επιπλοκές                                                                                                                                                                                                                                                                                                          |                      1 |            3.66 |      0.00000000 |     3.66000000 |          0 |             1 |               0 |           0 |
| Παθολογική Κλινική                                       | 2023 | Ρ05Μβ         |  Ασθένειες σχετιζόμενες με το HIV με σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές                                                                                                                                                                                                                                                                                                                                     |                      1 |            3.05 |      6.95000000 |     3.38888889 |          1 |             0 |               0 |           0 |
| Παθολογική Κλινική                                       | 2023 | Κ11Χ          |  Ακρωτηριασμός λόγω αγγειακής ισχαιμίας  πλην άνω άκρου και δακτύλων άκρου ποδός  χωρίς καταστροφικές συνυπάρχουσες παθήσεις-επιπλοκές                                                                                                                                                                                                                                                                              |                      1 |            3.22 |      0.00000000 |     3.22000000 |          1 |             0 |               0 |           0 |
| Παθολογική Κλινική                                       | 2023 | Π27Μ          |  Λοιπές επεμβάσεις γαστροσκόπισης με καταστροφικές  συνυπάρχουσες παθήσεις - επιπλοκές                                                                                                                                                                                                                                                                                                                              |                      1 |            2.52 |     10.48000000 |     2.73000000 |          1 |             0 |               0 |           0 |
| Παθολογική Κλινική                                       | 2023 | Κ10Χ          |  Επεμβατικές στεφανιαίες επεμβάσεις με ΟΕΜ (οξύ έμφραγμα μυοκαρδίου) χωρίς καταστροφικές συνυπάρχουσες παθήσεις-επιπλοκές                                                                                                                                                                                                                                                                                           |                      1 |            2.72 |      0.00000000 |     2.72000000 |          0 |             1 |               0 |           0 |
| Παθολογική Κλινική                                       | 2023 | Α20Χ          |  Κυστική ίνωση χωρίς καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές                                                                                                                                                                                                                                                                                                                                     |                      1 |            2.64 |      0.00000000 |     2.64000000 |          0 |             0 |               1 |           0 |
| Παθολογική Κλινική                                       | 2023 | Κ45Μα         |  Λοιπές παθήσεις-επιπλοκές κυκλοφορικού  με καταστροφικές συνυπάρχουσες παθήσεις-επιπλοκές                                                                                                                                                                                                                                                                                                                          |                      1 |            2.43 |      0.00000000 |     2.43000000 |          0 |             1 |               0 |           0 |
| Παθολογική Κλινική                                       | 2023 | Μ72Μ          |  Ειδικές παθήσεις μυών - τενόντων με καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές                                                                                                                                                                                                                                                                                                                     |                      1 |            1.68 |     11.32000000 |     2.42666667 |          1 |             0 |               0 |           0 |
| Παθολογική Κλινική                                       | 2023 | Ν24Μ          |  Παραλήρημα /Διέγερση με καταστροφικές συνυπάρχουσες παθήσεις - επιπλοκές                                                                                                                                                                                                                                                                                                                                           |                      1 |            2.39 |      0.00000000 |     2.39000000 |          1 |             0 |               0 |           0 |
| Παιδιατρική Κλινική                                      | 2023 | Β04Α          |  Επεμβάσεις όρχεων                                                                                                                                                                                                                                                                                                                                                                                                  |                      2 |         1304.00 |  -1296.00000000 |  5216.00000000 |          1 |             1 |               0 |           0 |
| Παιδιατρική Κλινική                                      | 2023 | Β05Α          |  Περιτομή                                                                                                                                                                                                                                                                                                                                                                                                           |                      1 |          458.00 |   -454.00000000 |  1832.00000000 |          0 |             0 |               1 |           0 |
| Παιδιατρική Κλινική                                      | 2023 | Ω32Α          |  Ρινορραγία                                                                                                                                                                                                                                                                                                                                                                                                         |                      1 |          358.00 |   -348.00000000 |  1790.00000000 |          1 |             0 |               0 |           0 |
| Παιδιατρική Κλινική                                      | 2023 | Υ25Χ          |  Συμπτώματα και σημεία των νεφρών και του ουροποιητικού συστήματος χωρίς καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές                                                                                                                                                                                                                                                                                 |                      1 |          405.00 |   -400.00000000 |  1012.50000000 |          0 |             1 |               0 |           0 |
| Παιδιατρική Κλινική                                      | 2023 | Υ20Χ          |  Νεφρική ανεπάρκεια χωρίς καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις – επιπλοκές                                                                                                                                                                                                                                                                                                                                |                      1 |          584.00 |   -580.00000000 |   778.66666667 |          1 |             0 |               0 |           0 |
| Παιδιατρική Κλινική                                      | 2023 | Β22Α          |  Φλεγμονή του αντρικού αναπαραγωγικού συστήματος                                                                                                                                                                                                                                                                                                                                                                    |                      1 |          545.00 |      0.00000000 |   545.00000000 |          0 |             1 |               0 |           0 |
| Παιδιατρική Κλινική                                      | 2023 | Ξ22Α          |  Διαταραχές πήξεως αίματος                                                                                                                                                                                                                                                                                                                                                                                          |                      1 |          514.00 |      0.00000000 |   514.00000000 |          0 |             1 |               0 |           0 |
| Παιδιατρική Κλινική                                      | 2023 | Α27Χ          |  Αναπνευστικά σημεία και συμπτώματα χωρίς καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές                                                                                                                                                                                                                                                                                                                |                      1 |          350.00 |      0.00000000 |   350.00000000 |          0 |             1 |               0 |           0 |
| Παιδιατρική Κλινική                                      | 2023 | Κ05Μ          |  Αορτοστεφανιαία παράκαμψη με καρδιακό καθετηριασμό με επανεπέμβαση με καταστροφικές συνυπάρχουσες παθήσεις-επιπλοκές                                                                                                                                                                                                                                                                                               |                      1 |           10.02 |      0.00000000 |    10.02000000 |          0 |             0 |               0 |           1 |
| Παιδιατρική Κλινική                                      | 2023 | Ε08Μ          |  Αυτόλογη μεταμόσχευση μυελού οστών με καταστροφικές συνυπάρχουσες παθήσεις- επιπλοκές                                                                                                                                                                                                                                                                                                                              |                      1 |           10.02 |      0.00000000 |    10.02000000 |          0 |             1 |               0 |           0 |
| Παιδιατρική Κλινική                                      | 2023 | Δ01Μ          |  Μεταφορά μικροαγγειακού μοσχεύματος για διαταραχές δέρματος υποδορίου ιστού και μαστού με καταστροφικές/σοβαρές συνυπάρχουσες παθήσεις – επιπλοκές                                                                                                                                                                                                                                                                 |                      1 |            8.56 |      0.00000000 |     8.56000000 |          0 |             0 |               0 |           1 |
| Παιδιατρική Κλινική                                      | 2023 | Κ14Χ          |  Αγγειακές επεμβάσεις πλην μειζόνων επανορθωτικών επεμβάσεων χωρίς εξωσωματική κυκλοφορία χωρίς συνυπάρχουσες παθήσεις-επιπλοκές                                                                                                                                                                                                                                                                                    |                      1 |            1.28 |      9.72000000 |     7.04000000 |          0 |             1 |               0 |           0 |
| Παιδιατρική Κλινική                                      | 2023 | Μ19Μ          |  Λοιπές επεμβάσεις αγκώνος και αντιβραχίου με συνυπάρχουσες παθήσεις - επιπλοκές                                                                                                                                                                                                                                                                                                                                    |                      1 |            2.65 |     10.35000000 |     5.74166667 |          1 |             0 |               0 |           0 |
| Παιδιατρική Κλινική                                      | 2023 | Υ05Χ          |  Διουρηθρική προστατεκτομή χωρίς καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις – επιπλοκές                                                                                                                                                                                                                                                                                                                         |                      1 |            1.00 |      5.00000000 |     2.00000000 |          1 |             0 |               0 |           0 |
| Παιδιατρική Κλινική                                      | 2023 | Η42Μ          |  Διαταραχές παγκρέατος χωρίς κακοήθεια με καταστροφικές ή σοβαρές  συνυπάρχουσες παθήσεις - επιπλοκές                                                                                                                                                                                                                                                                                                               |                      1 |            1.94 |      0.00000000 |     1.94000000 |          0 |             0 |               1 |           0 |
| Παιδιατρική Κλινική                                      | 2023 | Ο20Μ          |  Επεμβάσεις για οξείες και μείζονες Λοιμώξεις του οφθαλμού με συνυπάρχουσες παθήσεις- επιπλοκές                                                                                                                                                                                                                                                                                                                     |                      1 |            1.86 |      0.00000000 |     1.86000000 |          1 |             0 |               0 |           0 |
| Παιδιατρική Κλινική                                      | 2023 | Ο04Α          |  Σοβαρές επεμβάσεις κερατοειδούς σκληρού και επιπεφυκότα                                                                                                                                                                                                                                                                                                                                                            |                      1 |            1.36 |      0.00000000 |     1.36000000 |          1 |             0 |               0 |           0 |
| Παιδιατρική Κλινική                                      | 2023 | Π45Μ          |  Απόφραξη γαστρεντερικού συστήματος με καταστροφικές ή σοβαρές  συνυπάρχουσες παθήσεις - επιπλοκές                                                                                                                                                                                                                                                                                                                  |                      1 |            1.34 |      0.00000000 |     1.34000000 |          1 |             0 |               0 |           0 |
| Παιδιατρική Κλινική                                      | 2023 | Ν24Χ          |  Παραλήρημα /Διέγερση με /χωρίς καταστροφικές συνυπάρχουσες παθήσεις - επιπλοκές                                                                                                                                                                                                                                                                                                                                    |                      1 |            1.16 |      0.00000000 |     1.16000000 |          0 |             0 |               0 |           1 |
| Πνευμονολογική Κλινική                                   | 2023 | Η43Χ          |  Διαταραχές ήπατος χωρίς κακοήθεια Κύρωση αλκοολική ηπατίτιδα χωρίς καταστροφικές ή σοβαρές  συνυπάρχουσες παθήσεις - επιπλοκές                                                                                                                                                                                                                                                                                     |                      1 |          521.00 |   -512.00000000 |  2344.50000000 |          1 |             0 |               0 |           0 |
| Πνευμονολογική Κλινική                                   | 2023 | Ν68Χ          |  Σκλήρυνση κατά πλάκας και παρεγκεφαλιδική αταξία χωρίς συνυπάρχουσες παθήσεις - επιπλοκές                                                                                                                                                                                                                                                                                                                          |                      1 |          565.00 |   -560.00000000 |  1412.50000000 |          1 |             0 |               0 |           0 |
| Πνευμονολογική Κλινική                                   | 2023 | Ι20Α          |  Αλκοολική δηλητηρίαση και σύνδρομο στέρησης                                                                                                                                                                                                                                                                                                                                                                        |                      1 |          366.00 |   -359.00000000 |  1281.00000000 |          1 |             0 |               0 |           0 |
